,track_urs,track_names,release_dates,artists_info,artist_names,artist_pops,artists_genres,albums,tracks_pop
73,spotify:track:4i3txPQIUV4eC9g9FBpi9I,Spanish Sahara,2010-05-10,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6FQqZYVfTNQ1pCqfkwVFEa'}, 'followers': {'href': None, 'total': 1278915}, 'genres': ['indie rock', 'modern rock', 'oxford indie', 'rock'], 'href': 'https://api.spotify.com/v1/artists/6FQqZYVfTNQ1pCqfkwVFEa', 'id': '6FQqZYVfTNQ1pCqfkwVFEa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe7b5d168c13ddba810b430dd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e7b5d168c13ddba810b430dd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e7b5d168c13ddba810b430dd', 'width': 160}], 'name': 'Foals', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:6FQqZYVfTNQ1pCqfkwVFEa'}",Foals,64,"['indie rock', 'modern rock', 'oxford indie', 'rock']",Total Life Forever,0
74,spotify:track:2SJfaYx7FeRFpsCKDFa8lH,After Glow,2010-05-10,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6FQqZYVfTNQ1pCqfkwVFEa'}, 'followers': {'href': None, 'total': 1278915}, 'genres': ['indie rock', 'modern rock', 'oxford indie', 'rock'], 'href': 'https://api.spotify.com/v1/artists/6FQqZYVfTNQ1pCqfkwVFEa', 'id': '6FQqZYVfTNQ1pCqfkwVFEa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe7b5d168c13ddba810b430dd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e7b5d168c13ddba810b430dd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e7b5d168c13ddba810b430dd', 'width': 160}], 'name': 'Foals', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:6FQqZYVfTNQ1pCqfkwVFEa'}",Foals,64,"['indie rock', 'modern rock', 'oxford indie', 'rock']",Total Life Forever,0
75,spotify:track:5m1SWA6pLyPOplbabRixh6,Stepson,2013-02-11,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6FQqZYVfTNQ1pCqfkwVFEa'}, 'followers': {'href': None, 'total': 1278915}, 'genres': ['indie rock', 'modern rock', 'oxford indie', 'rock'], 'href': 'https://api.spotify.com/v1/artists/6FQqZYVfTNQ1pCqfkwVFEa', 'id': '6FQqZYVfTNQ1pCqfkwVFEa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe7b5d168c13ddba810b430dd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e7b5d168c13ddba810b430dd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e7b5d168c13ddba810b430dd', 'width': 160}], 'name': 'Foals', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:6FQqZYVfTNQ1pCqfkwVFEa'}",Foals,64,"['indie rock', 'modern rock', 'oxford indie', 'rock']",Holy Fire,0
76,spotify:track:4EXwgaAqp9aRhS3q7CF6eT,Moon,2013-02-11,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6FQqZYVfTNQ1pCqfkwVFEa'}, 'followers': {'href': None, 'total': 1278915}, 'genres': ['indie rock', 'modern rock', 'oxford indie', 'rock'], 'href': 'https://api.spotify.com/v1/artists/6FQqZYVfTNQ1pCqfkwVFEa', 'id': '6FQqZYVfTNQ1pCqfkwVFEa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe7b5d168c13ddba810b430dd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e7b5d168c13ddba810b430dd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e7b5d168c13ddba810b430dd', 'width': 160}], 'name': 'Foals', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:6FQqZYVfTNQ1pCqfkwVFEa'}",Foals,64,"['indie rock', 'modern rock', 'oxford indie', 'rock']",Holy Fire,0
77,spotify:track:1Dl44SWywsIDdz1GgIp9gG,Infinity,2009-08-16,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy'}, 'followers': {'href': None, 'total': 3812707}, 'genres': ['downtempo', 'dream pop', 'indietronica'], 'href': 'https://api.spotify.com/v1/artists/3iOvXCl6edW5Um0fXEBRXy', 'id': '3iOvXCl6edW5Um0fXEBRXy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb193bce41687d1869f8c7593f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174193bce41687d1869f8c7593f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178193bce41687d1869f8c7593f', 'width': 160}], 'name': 'The xx', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:3iOvXCl6edW5Um0fXEBRXy'}",The xx,65,"['downtempo', 'dream pop', 'indietronica']",xx,0
78,spotify:track:33NysMbc4naLtmQyODcZxo,Together,2013-07-15,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy'}, 'followers': {'href': None, 'total': 3812707}, 'genres': ['downtempo', 'dream pop', 'indietronica'], 'href': 'https://api.spotify.com/v1/artists/3iOvXCl6edW5Um0fXEBRXy', 'id': '3iOvXCl6edW5Um0fXEBRXy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb193bce41687d1869f8c7593f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174193bce41687d1869f8c7593f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178193bce41687d1869f8c7593f', 'width': 160}], 'name': 'The xx', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:3iOvXCl6edW5Um0fXEBRXy'}",The xx,65,"['downtempo', 'dream pop', 'indietronica']",Fiction,0
79,spotify:track:5PWrmPjD41L9uDd3o6K2L9,Smokers Outside The Hospital Doors - Full,2007-06-23,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6e9wIFWhBPHLE9bXK8gtBI'}, 'followers': {'href': None, 'total': 676880}, 'genres': ['alternative dance', 'indie rock', 'modern rock', 'rock'], 'href': 'https://api.spotify.com/v1/artists/6e9wIFWhBPHLE9bXK8gtBI', 'id': '6e9wIFWhBPHLE9bXK8gtBI', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb02f411bd3acd4f49905f2564', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517402f411bd3acd4f49905f2564', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17802f411bd3acd4f49905f2564', 'width': 160}], 'name': 'Editors', 'popularity': 56, 'type': 'artist', 'uri': 'spotify:artist:6e9wIFWhBPHLE9bXK8gtBI'}",Editors,56,"['alternative dance', 'indie rock', 'modern rock', 'rock']",An End Has A Start,0
80,spotify:track:2p6XYiz5cjm2VYfzNINCZn,Open Your Arms,2005-07-23,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6e9wIFWhBPHLE9bXK8gtBI'}, 'followers': {'href': None, 'total': 676880}, 'genres': ['alternative dance', 'indie rock', 'modern rock', 'rock'], 'href': 'https://api.spotify.com/v1/artists/6e9wIFWhBPHLE9bXK8gtBI', 'id': '6e9wIFWhBPHLE9bXK8gtBI', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb02f411bd3acd4f49905f2564', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517402f411bd3acd4f49905f2564', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17802f411bd3acd4f49905f2564', 'width': 160}], 'name': 'Editors', 'popularity': 56, 'type': 'artist', 'uri': 'spotify:artist:6e9wIFWhBPHLE9bXK8gtBI'}",Editors,56,"['alternative dance', 'indie rock', 'modern rock', 'rock']",The Back Room,0
81,spotify:track:2I8Dwm2GctXWW4MMPp5Vap,Summer Holiday,2010-05-25,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6NrkINd80slV25wkBu9mEB'}, 'followers': {'href': None, 'total': 278842}, 'genres': ['chillwave', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'indie surf', 'modern dream pop', 'nu gaze', 'shoegaze'], 'href': 'https://api.spotify.com/v1/artists/6NrkINd80slV25wkBu9mEB', 'id': '6NrkINd80slV25wkBu9mEB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1843e2b99b33e6af89dd1a77', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741843e2b99b33e6af89dd1a77', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781843e2b99b33e6af89dd1a77', 'width': 160}], 'name': 'Wild Nothing', 'popularity': 47, 'type': 'artist', 'uri': 'spotify:artist:6NrkINd80slV25wkBu9mEB'}",Wild Nothing,47,"['chillwave', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'indie surf', 'modern dream pop', 'nu gaze', 'shoegaze']",Gemini,0
82,spotify:track:0Xfz4077yqrRIQt7QCgS7L,Sorrow,2010-11-22,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",High Violet (Expanded Edition),0
83,spotify:track:5IYKKHYvfXbf0lWf66F9bJ,Conversation 16,2010-11-22,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",High Violet (Expanded Edition),0
84,spotify:track:6aUAF8JOd8zEl41B6I18xL,Fake Empire,2007-05-21,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",Boxer,0
85,spotify:track:4r96BHSoqFoavq0eOAoywj,Guest Room,2007-05-21,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",Boxer,0
86,spotify:track:6XW2rKHwNnX5qzk79Qis9w,This Is The Last Time,2013-05-27,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",Trouble Will Find Me,0
87,spotify:track:7rbCL7W893Zonbfnevku5s,I Need My Girl,2013-05-27,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",Trouble Will Find Me,0
88,spotify:track:5yliXGiVY5kQLhkc7G9WuC,Twice As Hard,2014-09-08,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3WaJSfKnzc65VDgmj2zU8B'}, 'followers': {'href': None, 'total': 1443793}, 'genres': ['alternative rock', 'indie rock', 'modern rock', 'rock'], 'href': 'https://api.spotify.com/v1/artists/3WaJSfKnzc65VDgmj2zU8B', 'id': '3WaJSfKnzc65VDgmj2zU8B', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb120d51babe5e6770b00ac3c6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174120d51babe5e6770b00ac3c6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178120d51babe5e6770b00ac3c6', 'width': 160}], 'name': 'Interpol', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:3WaJSfKnzc65VDgmj2zU8B'}",Interpol,64,"['alternative rock', 'indie rock', 'modern rock', 'rock']",El Pintor,0
89,spotify:track:2LhpTLbvZToUlWr4k9nhCT,Summertime Is Coming,2012-10-22,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6h7Y3QR7IjzAD05Qw5QYO4'}, 'followers': {'href': None, 'total': 34314}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/6h7Y3QR7IjzAD05Qw5QYO4', 'id': '6h7Y3QR7IjzAD05Qw5QYO4', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb18b6a15f58d59fa5f7d1e6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb18b6a15f58d59fa5f7d1e6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb18b6a15f58d59fa5f7d1e6', 'width': 160}], 'name': 'Paul Banks', 'popularity': 28, 'type': 'artist', 'uri': 'spotify:artist:6h7Y3QR7IjzAD05Qw5QYO4'}",Paul Banks,28,[],Banks,0
90,spotify:track:7JvTheiFwSaMFXFEbHnStK,Crystal,2001-06-18,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0yNLKJebCb8Aueb54LYya3'}, 'followers': {'href': None, 'total': 1759055}, 'genres': ['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'rock', 'synthpop', 'uk post-punk'], 'href': 'https://api.spotify.com/v1/artists/0yNLKJebCb8Aueb54LYya3', 'id': '0yNLKJebCb8Aueb54LYya3', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba080a8e96758f416301578f9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a080a8e96758f416301578f9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a080a8e96758f416301578f9', 'width': 160}], 'name': 'New Order', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:0yNLKJebCb8Aueb54LYya3'}",New Order,65,"['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",Get Ready,51
91,spotify:track:4hFoXcOvjkswdTmS9m1eXL,This Is The End,2007-01-01,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2zRt0sfxNnqI8gLR7d8gWt'}, 'followers': {'href': None, 'total': 277206}, 'genres': ['dark wave'], 'href': 'https://api.spotify.com/v1/artists/2zRt0sfxNnqI8gLR7d8gWt', 'id': '2zRt0sfxNnqI8gLR7d8gWt', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb64068a65398cd48d33391977', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517464068a65398cd48d33391977', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17864068a65398cd48d33391977', 'width': 160}], 'name': 'She Wants Revenge', 'popularity': 53, 'type': 'artist', 'uri': 'spotify:artist:2zRt0sfxNnqI8gLR7d8gWt'}",She Wants Revenge,53,['dark wave'],This Is Forever,25
92,spotify:track:4yqaApgNwG5QGdDKGCKC1b,Ocean of Noise,2007-03-06,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3kjuyTCjPG1WMFCiyc5IuB'}, 'followers': {'href': None, 'total': 2121564}, 'genres': ['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'permanent wave', 'quebec indie', 'rock'], 'href': 'https://api.spotify.com/v1/artists/3kjuyTCjPG1WMFCiyc5IuB', 'id': '3kjuyTCjPG1WMFCiyc5IuB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba044e15eee771205956dcbf8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a044e15eee771205956dcbf8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a044e15eee771205956dcbf8', 'width': 160}], 'name': 'Arcade Fire', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:3kjuyTCjPG1WMFCiyc5IuB'}",Arcade Fire,67,"['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",Neon Bible,0
93,spotify:track:0nev4XL4Y6hrDsRpK4ERcU,No Cars Go,2007-03-06,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3kjuyTCjPG1WMFCiyc5IuB'}, 'followers': {'href': None, 'total': 2121564}, 'genres': ['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'permanent wave', 'quebec indie', 'rock'], 'href': 'https://api.spotify.com/v1/artists/3kjuyTCjPG1WMFCiyc5IuB', 'id': '3kjuyTCjPG1WMFCiyc5IuB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba044e15eee771205956dcbf8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a044e15eee771205956dcbf8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a044e15eee771205956dcbf8', 'width': 160}], 'name': 'Arcade Fire', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:3kjuyTCjPG1WMFCiyc5IuB'}",Arcade Fire,67,"['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",Neon Bible,0
94,spotify:track:2uljPrNySotVP1d42B30X2,Wake Up,2004-09-14,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3kjuyTCjPG1WMFCiyc5IuB'}, 'followers': {'href': None, 'total': 2121564}, 'genres': ['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'permanent wave', 'quebec indie', 'rock'], 'href': 'https://api.spotify.com/v1/artists/3kjuyTCjPG1WMFCiyc5IuB', 'id': '3kjuyTCjPG1WMFCiyc5IuB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba044e15eee771205956dcbf8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a044e15eee771205956dcbf8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a044e15eee771205956dcbf8', 'width': 160}], 'name': 'Arcade Fire', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:3kjuyTCjPG1WMFCiyc5IuB'}",Arcade Fire,67,"['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",Funeral,0
95,spotify:track:1FJ7sEf02HAmfVTEfQvmOV,505,2007-04-23,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH'}, 'followers': {'href': None, 'total': 15786464}, 'genres': ['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie'], 'href': 'https://api.spotify.com/v1/artists/7Ln80lUS6He07XvHI8qqHH', 'id': '7Ln80lUS6He07XvHI8qqHH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747da39dea0a72f581535fb11f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787da39dea0a72f581535fb11f', 'width': 160}], 'name': 'Arctic Monkeys', 'popularity': 86, 'type': 'artist', 'uri': 'spotify:artist:7Ln80lUS6He07XvHI8qqHH'}",Arctic Monkeys,86,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Favourite Worst Nightmare,0
96,spotify:track:3Hbd6gPZ0QErPWXVkC6GRt,Intro,2012-09-18,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3XHO7cRUPCLOr6jwp8vsx5'}, 'followers': {'href': None, 'total': 3048091}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/3XHO7cRUPCLOr6jwp8vsx5', 'id': '3XHO7cRUPCLOr6jwp8vsx5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3fb5214e667e278a20878a6b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743fb5214e667e278a20878a6b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783fb5214e667e278a20878a6b', 'width': 160}], 'name': 'alt-J', 'popularity': 69, 'type': 'artist', 'uri': 'spotify:artist:3XHO7cRUPCLOr6jwp8vsx5'}",alt-J,69,"['indie rock', 'modern rock']",An Awesome Wave,45
97,spotify:track:5hMR6jMlewdi9glfFc3L7q,Intro,2014-09-22,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3XHO7cRUPCLOr6jwp8vsx5'}, 'followers': {'href': None, 'total': 3048091}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/3XHO7cRUPCLOr6jwp8vsx5', 'id': '3XHO7cRUPCLOr6jwp8vsx5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3fb5214e667e278a20878a6b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743fb5214e667e278a20878a6b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783fb5214e667e278a20878a6b', 'width': 160}], 'name': 'alt-J', 'popularity': 69, 'type': 'artist', 'uri': 'spotify:artist:3XHO7cRUPCLOr6jwp8vsx5'}",alt-J,69,"['indie rock', 'modern rock']",This Is All Yours,36
98,spotify:track:3GTcfp8RoZ0lPNHhKpEtD2,10 Mile Stereo,2010-02-23,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY'}, 'followers': {'href': None, 'total': 1608926}, 'genres': ['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop'], 'href': 'https://api.spotify.com/v1/artists/56ZTgzPBDge0OvCGgMO3OY', 'id': '56ZTgzPBDge0OvCGgMO3OY', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb3e38a46a56a423d8f741c09', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b3e38a46a56a423d8f741c09', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b3e38a46a56a423d8f741c09', 'width': 160}], 'name': 'Beach House', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:56ZTgzPBDge0OvCGgMO3OY'}",Beach House,71,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']",Teen Dream,0
99,spotify:track:4CLZlTPjaKqbadAJc031OQ,Pogo,2007-05-09,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2fBURuq7FrlH6z5F92mpOl'}, 'followers': {'href': None, 'total': 321369}, 'genres': ['alternative dance', 'dance-punk', 'electro house', 'electronica', 'indietronica', 'new rave'], 'href': 'https://api.spotify.com/v1/artists/2fBURuq7FrlH6z5F92mpOl', 'id': '2fBURuq7FrlH6z5F92mpOl', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5f592fa7bcfc1940f1c32021', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745f592fa7bcfc1940f1c32021', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785f592fa7bcfc1940f1c32021', 'width': 160}], 'name': 'Digitalism', 'popularity': 48, 'type': 'artist', 'uri': 'spotify:artist:2fBURuq7FrlH6z5F92mpOl'}",Digitalism,48,"['alternative dance', 'dance-punk', 'electro house', 'electronica', 'indietronica', 'new rave']",Idealism,0
